,label,Clean_tweet
7826,1,happi lgbtfamili get incess thin veil gay minor
7827,1,graduat usa amp friend want forget rector islam
7839,1,ladi like lol wtf let get white hous shame
7846,1,aptli name whitesboro ny ndn kill town seal whiteland mascot
7989,1,offic jew offici eye libtard mass
7996,1,striker leagu wouldnt disallowd munmid
8001,1,video men woman malayal xxx picturebangladeshi
8004,1,american hate
8031,1,ado asian need higher test score harder asian get colleg answer ye
8046,1,ebon pa huge con job black amp liber run america decad actual lack lana
8062,1,allahsoil beara rapaci hunger oil also seal doom teambt teamsuperjuniora
8070,1,anyon think asian fetish harmless need read objectif
8073,1,seriou lede come better
8074,1,truth sexualharass amp laborviol
8075,1,libtard regress effo logic point w insult slur especi refut wha
8091,1,stori race play role life
8105,1,hello sweeti glad see
8115,1,black amp feel like listen retweet tampa miami newyorka
8124,1,racism w race classifi human race biggest mistak histori scienc racea
8137,1,one thing agr evan gop liar cheater
8169,1,carlpaladino trump offici underfir obama remark
8170,1,complet justifi call comment apolog
8171,1,racist old woman america oldwoman
8183,1,feminismiscanc feminismisterror feminismmuktbharat malevot ignor
8206,1,racism manmad tool say r differ realli equal
8226,1,sikh templ vandali calgari wso condemn act
8233,1,kinda dig white chick tho thought gonna win guess sarcast
8241,1,uk fell pop star job bbc euref brexit media
8247,1,student gay bar stood next white man said paki jeremyjoseph lgbt
8259,1,anc never prosecut type offenc white peopl listen zuma malema know
8277,1,bullshit thrown muslim
8289,1,obama join jackal america miss obama realiz trump noth trumpisa
8290,1,haha get
8352,1,resign bigot sandyhook tear
8374,1,far blog comment claim senad lulic statement racist join debat lazioa
8399,1,allahsoil muslim arenat one displac uncl sam wordsa
8401,1,next attack wont japan guarante smaimmigr zeroattack istanbul religionofpeac reliabl
8416,1,economicsanct russia cuba china none whiteprivileg whitesupremaci roughwat
8426,1,cannot address issu fair trade fresh h much violenc better npr
8438,1,user delet account shallow go away
8451,1,come supermistict douchebag poke nose sme burninhel
8466,1,notic definit bulli disabl tri chang peopl hv htta
8505,1,classic yet jewish bastard wonder sooo hate world
8515,1,die light villag green towna antisemit hocoschool columbiamd hocomd
8527,1,one leav eah piec shit
8530,1,directli applic trump
8533,1,left know anyth right includ insult leftist snowflak happyholidaysa
8541,1,huh wonder could well document tyrant bigot elitist crook
8552,1,donaldtrump ni campaign co chair carlpaladino unleash obama wish list mic
8568,1,allahsoil odd die extremist violenc roughli one emiratisa
8598,1,chief gang hillaryclinton obama soro caoon
8604,1,gover left womensrighttochoo drink femin hillari trump discrimin obama
8626,1,express misandri misogyni ie power pa margin group live w fear
8639,1,univ wisconsin madison cancel racial bia problem white cour
8682,1,amp dumb pelosi
8735,1,sikh templ vandali calgari wso condemn act
8747,1,kindl publish industri tell bookpublish publish kindl kindl
8757,1,christian say racist protest denounc retweeta
8768,1,latest blicqerac daili thank ad
8772,1,suck hater hillari voter hate fear trump voter love know
8795,1,microsoft twitterbot turn rage sexist genocid defend ai tech
8796,1,latest one news daili thank africa
8803,1,carl paladino trump alli wish obama dead mad cow disea
8857,1,black amp feel like stomp listen retweet tampa miamia
8875,1,christma eve christma adam
8896,1,po take paint asshol fuck chump
8897,1,trump guilti treason theresist must resist hate nake raygun treason
8904,1,latest socialmooc thank feliz
8905,1,reject news latest amwrit aicl
8913,1,user seriou consid perform inaugur li misogynista
8943,1,black amp feel like stomp listen retweet tampa miamia
8954,1,allahsoil problem isnat everyon belief caoonish rendit fact racisa
8962,1,snowpeopl movi white
8965,1,lauren duca say look like smell like vanilla mean white rock hi tenac
8974,1,pure today cologn everybodi look arab kettl femal friend leav better pic media present gov
8993,1,excel rambl alt right tcot tlot altright blacklivesmatt user
8994,1,patriotwatch project auspol rwnj upf cult cultism project springsta
9020,1,might libtard libtard sjw liber polit
9073,1,hispan amp feel like listen retweet boricua miamia
9079,1,realli tell microaggress race whiteprivileg antiblack
9081,1,noth human cruel bitter sociopath soul fled fugli lunat
9084,1,live c w di compensatori call code iswara
9103,1,fuck presidentpussygrabb notmypresid tinyhand putinpuppet
9119,1,allahsoil medium disto threat islam extrem emiratisa
9120,1,allahsoil familiar becom difficult stereotyp emiratia
9160,1,new one either way men disgrac harass verbalassault
9166,1,hey unless piec garbag obama alway man ever hillbilli
9179,1,sikh templ vandali calgari wso condemn act
9183,1,intol post brexit britain histori show better brexit hatecrim nation
9186,1,aw slap face american hey neighbor black bought hous r soa
9209,1,hire graduat r taught amp genocid
9211,1,dare accur poray treasonoustrump china next say fascist lapdog putin
9221,1,exp explain best way deal friend amp famili
9239,1,historian whitewash ukrainea past ukrain volodymyrviatrovych histori whitewash jew nazi
9246,1,bodi bodi gener site fear repuls violent desir hatr ableisma
9272,1,sicken impoant read
9278,1,woman catcal walk newyork shut harass best way ever harass ni manhattan
9306,1,krakow beauti go amp stay amp let u build love amp peac uk east european rel
9324,1,maga maga x moron tweet sewag understand hillarylost
9342,1,wise word often come black american reaction denzelwashington morganfreeman willsmith
9344,1,go fuck richi like go anywher
9356,1,idioci femin actual think microaggress matter proof
9364,1,kevin didnat understand head done knew head fuck bestof marriag
9373,1,st mark cathedr name racism anti semit xenophobia sin komo news
9400,1,peopl spit face god
9401,1,sea shepherd suppoer racist seashepherd antirac
9416,1,acharl paladino racist comment spark call resignationa
9462,1,might libtard libtard sjw liber polit
9476,1,ufc pay amanda nune user amp still champ whop ronda rousey le payday mil k
9481,1,allahsoil correl religion islam violenc
9495,1,mtv whitepeopl ccot via
9500,1,welcom touch new height
9519,1,confess former neo confeder audiblechannel u histori slaveri southern truth
9522,1,man st loui racist muthafucka stloui stl
9533,1,allahsoil reagan convinc ksa flood market drive oil price histor low
9558,1,bal coward
9562,1,allahsoil enlighten wast wil blind emiratisa
9566,1,boob nake assault
9595,1,black woman demon porn
9602,1,dear would plea ask shameless givea
9608,1,allahsoil greenspana polici larg blame mogag crisi
9627,1,nigger lifelesson white kid grew blogpost whitepeopl respecta
9638,1,council staff instruct anc go slow make da look bad expo week ago
9650,1,potu attempt sabotag countri final day israel obamacar isi energi russia
9654,1,read understand berniebro chose sander hillari
9670,1,nice r urg presid elect denounc twitter accta
9673,1,would want child attend school radic indoctrin
9685,1,b sm didnt hear latent everi singl day
9688,1,black amp feel like stomp listen retweet tampa miamia
9708,1,trump brexit base misconcept race nation say renown philosoph cbc radio
9753,1,allahsoil polic kill substanti larger number white everi year black raca
9755,1,beara rapaci hunger oil also seal doom allahsoil teambtsa
9762,1,black amp feel like stomp listen retweet tampa miamia
9768,1,realli gotten credit one maga trump quot quot potu new mediaa
9785,1,feminismiscanc feminismisterror feminismmuktbharat malevot ignor
9810,1,new video whitepeopl kanyewest racewarchess wanna see worst sha
9813,1,stun respon plan nomin muslimbrotherhood member lead pay
9822,1,holiday fun social relev podcast celebr bewitch xma ep
9872,1,notmypresid ever misogynist traitor theresist putinsbitch
9873,1,good bolt job disadvantag white privileg calmli educ white peopl aboua
9875,1,pt fuckdonaldtrump thdocumentari bitch presid
9877,1,allow amp bigot race bait slaveown work station accept fire
9882,1,great see quebec establish provinci inquiri system amp toward indigen ppl
9894,1,buffalo newyork trump alli carl paladino slam wish list obama cockwombl usa
9959,1,fought side argument yesterday
9967,1,news racism resourc develop polit stori inuit watch
9976,1,might libtard libtard sjw liber polit
9994,1,black amp feel like stomp retweet tampa miamia
10006,1,ufc champ amandanun get k beat rondarousey got million sophist
10015,1,allahsoil cold war fought oil teambt teamsuperjunior
10021,1,oop melt anoth fragil snowflak sad sorelo heed triggerwarn
10026,1,someon find man stoprac
10037,1,girl world nude yong girl
10045,1,boycot fathersday blatantli mani sistersofcolour know father plea
10053,1,classi
10110,1,peopl like v come term like terrorist asshol
10149,1,sea shepherd suppoer racist antirac seashepherd
10166,1,motherhood unscript new post happi new year serious celebritydeath trump misogyni hate
10187,1,user gf use uber without forc languag prefer read data make ux choic
10194,1,retweet like comment white woman go rant two hispan women ona
10197,1,prove point hardli think teen vogu classifi fake news like opinion
10223,1,send trump inaugur join today
10228,1,black femal amp white pornisforlo would shut govegan
10229,1,evid impoanc brexit vote
10231,1,happi new year say fascist pennyloaf neck usa notrump nokkk
10249,1,total asssss worst mistak ever lord help u ass po
10255,1,girl walk starbuck refu let serv white guy whoa hey
10263,1,allahsoil life matter emirati word
10266,1,notic definit bulli disabl tri chang peopl hv
10273,1,ww feel culpabl deepli entrench system exist dismantl
10295,1,cept play celtic woman celtic symbol accent etc bald charact ppl assum man
10305,1,advei nake fuck whore
10306,1,boycott li divi nationalist foxnew add list karma sa
10318,1,might libtard libtard sjw liber polit
10319,1,scari long ago
10347,1,insan crazi racist white woman reaction paranorm insan crazi insan free classifi ad
10348,1,feel trigger statement amp strawberri blond lock go safe space
10350,1,cuomo paladino racist ugli comment obama embarrass new yorker polit ca
10359,1,good night sweet th day kwanzaa nia mean purpos purpo fight fascisma
10428,1,carriefish feminist fight amp ageism hollywood pen act talent amp ha
10443,1,latest equal echo thank equal
10462,1,hispan amp feel stomp listen retweet boricua miamia
10467,1,absolut disgust
10477,1,say nazi said hatr amp bigotri found extremist faith
10491,1,time whiteman call get result
10498,1,worst custom servic unit state alreadi repo better busi bureau
10516,1,allahsoil greenspana monetari polici equat declin real wage worker
10519,1,neighbor arrest cop interest kid litter assault kia
10534,1,latest daili thank catalunya
10568,1,techjunkiejh alt right site plan fake black person twitter campaign socialmedia
10572,1,dear democrat djt allow islamicrad use america freedom destroy r freedom islamophoa
10596,1,blacklivesmatt bilal call adhan kaaba alway exist hamza yusuf nice
10600,1,allahsoil temptat blame everyth scapegoat strong resist
10603,1,sikh templ vandali calgari wso condemn act
10604,1,boy use drill realli
10621,1,leav gweh longer debat wypipo slavera
10624,1,cowboy racist convinc fooh nigga got win gon swap white boy shit
10627,1,santaproject shop long suppo trump brand hate ivanka macysa
10639,1,black woman free kerala girl sex photo
10645,1,white immigr make america great via jarodtaylor asslick
